tweets,category,dates,address,newaddress,lattitude,longitude,coordinates
"UNWANTED PERSON at 4400 NE BROADWAY , PORT [Portland Police #PP21000360215] 18:30 #pdx911, 2021-12-28 03:25:02+00:00",UNWANTED PERSON , 2021-12-28 03:25:02+00:00, 4400 NE BROADWAY ," 4400 NE BROADWAY , Portland, OR",45.534785049999996,-122.61776027410845,"-122.61776027410845, 45.534785049999996"
"THEFT - COLD at 200 NE 99TH AVE, PORT [Portland Police #PP21000360101] 19:11 #pdx911, 2021-12-28 03:25:01+00:00",THEFT - COLD , 2021-12-28 03:25:01+00:00, 200 NE 99TH AVE," 200 NE 99TH AVE, Portland, OR",45.52415517018038,-122.56211385858911,"-122.56211385858911, 45.52415517018038"
"SHOTS FIRED at 6300 SW PALATINE ST, PORT [Portland Police #PP21000360267] 19:10 #pdx911, 2021-12-28 03:23:01+00:00",SHOTS FIRED , 2021-12-28 03:23:01+00:00, 6300 SW PALATINE ST," 6300 SW PALATINE ST, Portland, OR",45.44374,-122.741816,"-122.741816, 45.44374"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 11900 SE DIVISION ST, PORT [Portland Police #PP21000360244] 19:09 #pdx911, 2021-12-28 03:18:02+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-28 03:18:02+00:00, 11900 SE DIVISION ST," 11900 SE DIVISION ST, Portland, OR",45.504033,-122.540373,"-122.540373, 45.504033"
"UNWANTED PERSON at 3200 SE 122ND AVE, PORT [Portland Police #PP21000360202] 19:07 #pdx911, 2021-12-28 03:13:02+00:00",UNWANTED PERSON , 2021-12-28 03:13:02+00:00, 3200 SE 122ND AVE," 3200 SE 122ND AVE, Portland, OR",45.498772,-122.537538,"-122.537538, 45.498772"
"ASSAULT - PRIORITY at 6000 SE 136TH AVE, PORT [Portland Police #PP21000360210] 17:59 #pdx911, 2021-12-28 03:11:02+00:00",ASSAULT - PRIORITY , 2021-12-28 03:11:02+00:00, 6000 SE 136TH AVE," 6000 SE 136TH AVE, Portland, OR",45.478723555555554,-122.52345994949495,"-122.52345994949495, 45.478723555555554"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 14700 NE COUCH ST, PORT [Portland Police #PP21000360248] 18:56 #pdx911, 2021-12-28 03:09:01+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-28 03:09:01+00:00, 14700 NE COUCH ST," 14700 NE COUCH ST, Portland, OR",45.523534,-122.51083,"-122.51083, 45.523534"
"VEHICLE STOLEN - COLD at 2200 NE GLISAN ST, PORT [Portland Police #PP21000360168] 18:56 #pdx911, 2021-12-28 03:07:02+00:00",VEHICLE STOLEN - COLD , 2021-12-28 03:07:02+00:00, 2200 NE GLISAN ST," 2200 NE GLISAN ST, Portland, OR",45.52641,-122.643235,"-122.643235, 45.52641"
"THREAT - WITH WEAPON *H at 200 NE GERTZ RD, PORT [Portland Police #PP21000360259] 18:59 #pdx911, 2021-12-28 03:07:01+00:00",THREAT - WITH WEAPON *H , 2021-12-28 03:07:01+00:00, 200 NE GERTZ RD," 200 NE GERTZ RD, Portland, OR",45.590129,-122.662362,"-122.662362, 45.590129"
"THEFT - PRIORITY at 9700 SE WASHINGTON ST, PORT [Portland Police #PP21000360195] 17:40 #pdx911, 2021-12-28 03:05:01+00:00",THEFT - PRIORITY , 2021-12-28 03:05:01+00:00, 9700 SE WASHINGTON ST," 9700 SE WASHINGTON ST, Portland, OR",45.518235,-122.5632472020202,"-122.5632472020202, 45.518235"
"VANDALISM - COLD at 500 SE 137TH AVE, PORT [Portland Police #PP21000360169] 17:26 #pdx911, 2021-12-28 03:03:02+00:00",VANDALISM - COLD , 2021-12-28 03:03:02+00:00, 500 SE 137TH AVE," 500 SE 137TH AVE, Portland, OR",45.518969,-122.522685,"-122.522685, 45.518969"
"ASSAULT - COLD at 1300 N HAYDEN ISLAND DR, PORT [Portland Police #PP21000360092] 17:36 #pdx911, 2021-12-28 03:03:02+00:00",ASSAULT - COLD , 2021-12-28 03:03:02+00:00, 1300 N HAYDEN ISLAND DR," 1300 N HAYDEN ISLAND DR, Portland, OR",45.61206397474995,-122.67626737675468,"-122.67626737675468, 45.61206397474995"
"ASSAULT - COLD at 1200 NE 2ND AVE, PORT [Portland Police #PP21000360245] 18:46 #pdx911, 2021-12-28 03:03:02+00:00",ASSAULT - COLD , 2021-12-28 03:03:02+00:00, 1200 NE 2ND AVE," 1200 NE 2ND AVE, Portland, OR",45.53151595959596,-122.66357946464647,"-122.66357946464647, 45.53151595959596"
"VEHICLE STOLEN - COLD at 100 N COOK ST, PORT [Portland Police #PP21000360086] 15:16 #pdx911, 2021-12-28 02:59:02+00:00",VEHICLE STOLEN - COLD , 2021-12-28 02:59:02+00:00, 100 N COOK ST," 100 N COOK ST, Portland, OR",45.546687,-122.667308,"-122.667308, 45.546687"
"BURGLARY - COLD at 1900 NE 162ND AVE, PORT [Portland Police #PP21000360145] 18:38 #pdx911, 2021-12-28 02:59:02+00:00",BURGLARY - COLD , 2021-12-28 02:59:02+00:00, 1900 NE 162ND AVE," 1900 NE 162ND AVE, Portland, OR",45.5490758,-122.4959346,"-122.4959346, 45.5490758"
"THEFT - PRIORITY at 1800 N TOMAHAWK ISLAND DR, PORT [Portland Police #PP21000360216] 18:24 #pdx911, 2021-12-28 02:57:02+00:00",THEFT - PRIORITY , 2021-12-28 02:57:02+00:00, 1800 N TOMAHAWK ISLAND DR," 1800 N TOMAHAWK ISLAND DR, Portland, OR",45.61296485,-122.68525659953126,"-122.68525659953126, 45.61296485"
"THEFT - PRIORITY at 1300 SW 11TH AVE, PORT [Portland Police #PP21000360249] 18:48 #pdx911, 2021-12-28 02:55:02+00:00",THEFT - PRIORITY , 2021-12-28 02:55:02+00:00, 1300 SW 11TH AVE," 1300 SW 11TH AVE, Portland, OR",45.516135,-122.68524,"-122.68524, 45.516135"
"SUSPICIOUS - PRIORITY at 100 SE ALDER ST, PORT [Portland Police #PP21000360242] 18:37 #pdx911, 2021-12-28 02:53:02+00:00",SUSPICIOUS - PRIORITY , 2021-12-28 02:53:02+00:00, 100 SE ALDER ST," 100 SE ALDER ST, Portland, OR",45.517865,-122.664432,"-122.664432, 45.517865"
"THREAT - COLD at 2800 N GANTENBEIN AVE, PORT [Portland Police #PP21000360166] 18:13 #pdx911, 2021-12-28 02:51:02+00:00",THREAT - COLD , 2021-12-28 02:51:02+00:00, 2800 N GANTENBEIN AVE," 2800 N GANTENBEIN AVE, Portland, OR",45.6020251,-122.6694205,"-122.6694205, 45.6020251"
"ASSAULT - PRIORITY at 8600 N SWIFT WAY, PORT [Portland Police #PP21000360204] 17:50 #pdx911, 2021-12-28 02:47:01+00:00",ASSAULT - PRIORITY , 2021-12-28 02:47:01+00:00, 8600 N SWIFT WAY," 8600 N SWIFT WAY, Portland, OR",45.60226135,-122.74780150792009,"-122.74780150792009, 45.60226135"
"DISTURBANCE - PRIORITY at 8700 N PENINSULAR AVE, PORT [Portland Police #PP21000360229] 18:17 #pdx911, 2021-12-28 02:45:01+00:00",DISTURBANCE - PRIORITY , 2021-12-28 02:45:01+00:00, 8700 N PENINSULAR AVE," 8700 N PENINSULAR AVE, Portland, OR",45.585254,-122.697099,"-122.697099, 45.585254"
"SHOTS FIRED at 14500 NE SHAVER ST, PORT [Portland Police #PP21000360241] 18:29 #pdx911, 2021-12-28 02:36:02+00:00",SHOTS FIRED , 2021-12-28 02:36:02+00:00, 14500 NE SHAVER ST," 14500 NE SHAVER ST, Portland, OR",45.551402,-122.513237,"-122.513237, 45.551402"
"DISTURBANCE - PRIORITY at 1300 SW 11TH AVE, PORT [Portland Police #PP21000360235] 18:24 #pdx911, 2021-12-28 02:29:02+00:00",DISTURBANCE - PRIORITY , 2021-12-28 02:29:02+00:00, 1300 SW 11TH AVE," 1300 SW 11TH AVE, Portland, OR",45.516135,-122.68524,"-122.68524, 45.516135"
"ACCIDENT - HIT AND RUN - COLD at 9700 SE WASHINGTON ST, PORT [Portland Police #PP21000360223] 18:11 #pdx911, 2021-12-28 02:27:02+00:00",ACCIDENT - HIT AND RUN - COLD , 2021-12-28 02:27:02+00:00, 9700 SE WASHINGTON ST," 9700 SE WASHINGTON ST, Portland, OR",45.518235,-122.5632472020202,"-122.5632472020202, 45.518235"
"THEFT - PRIORITY at 9800 SE WASHINGTON ST, PORT [Portland Police #PP21000360113] 16:49 #pdx911, 2021-12-28 02:25:02+00:00",THEFT - PRIORITY , 2021-12-28 02:25:02+00:00, 9800 SE WASHINGTON ST," 9800 SE WASHINGTON ST, Portland, OR",45.5154779,-122.56216649744093,"-122.56216649744093, 45.5154779"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 8700 N DELAWARE AVE, PORT [Portland Police #PP21000360139] 18:00 #pdx911, 2021-12-28 02:25:02+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-28 02:25:02+00:00, 8700 N DELAWARE AVE," 8700 N DELAWARE AVE, Portland, OR",45.586472,-122.692055,"-122.692055, 45.586472"
"THREAT - COLD at 1100 SW 2ND AVE, PORT [Portland Police #PP21000360090] 16:42 #pdx911, 2021-12-28 02:21:01+00:00",THREAT - COLD , 2021-12-28 02:21:01+00:00, 1100 SW 2ND AVE," 1100 SW 2ND AVE, Portland, OR",45.515174,-122.675943,"-122.675943, 45.515174"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 2000 N ALBINA AVE, PORT [Portland Police #PP21000360054] 17:59 #pdx911, 2021-12-28 02:19:01+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-28 02:19:01+00:00, 2000 N ALBINA AVE," 2000 N ALBINA AVE, Portland, OR",45.539604,-122.6748072,"-122.6748072, 45.539604"
"UNWANTED PERSON at 900 SW MORRISON ST, PORT [Portland Police #PP21000360224] 18:13 #pdx911, 2021-12-28 02:19:01+00:00",UNWANTED PERSON , 2021-12-28 02:19:01+00:00, 900 SW MORRISON ST," 900 SW MORRISON ST, Portland, OR",45.5195601,-122.6814365,"-122.6814365, 45.5195601"
"THREAT - PRIORITY at 9900 NE HALSEY ST, PORT [Portland Police #PP21000360217] 18:07 #pdx911, 2021-12-28 02:17:01+00:00",THREAT - PRIORITY , 2021-12-28 02:17:01+00:00, 9900 NE HALSEY ST," 9900 NE HALSEY ST, Portland, OR",45.533371,-122.562176,"-122.562176, 45.533371"
"UNWANTED PERSON at 1300 SW 11TH AVE, PORT [Portland Police #PP21000360188] 17:34 #pdx911, 2021-12-28 02:09:01+00:00",UNWANTED PERSON , 2021-12-28 02:09:01+00:00, 1300 SW 11TH AVE," 1300 SW 11TH AVE, Portland, OR",45.516135,-122.68524,"-122.68524, 45.516135"
"UNWANTED PERSON at 900 NW 23RD AVE, PORT [Portland Police #PP21000360163] 17:07 #pdx911, 2021-12-28 02:05:02+00:00",UNWANTED PERSON , 2021-12-28 02:05:02+00:00, 900 NW 23RD AVE," 900 NW 23RD AVE, Portland, OR",45.529196,-122.698469,"-122.698469, 45.529196"
"VEHICLE STOLEN - COLD at 12000 NE AIRPORT WAY, PORT [Portland Police #PP21000360164] 17:01 #pdx911, 2021-12-28 02:03:01+00:00",VEHICLE STOLEN - COLD , 2021-12-28 02:03:01+00:00, 12000 NE AIRPORT WAY," 12000 NE AIRPORT WAY, Portland, OR",45.566872,-122.540655,"-122.540655, 45.566872"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 3900 SE POWELL BLVD, PORT [Portland Police #PP21000360133] 17:25 #pdx911, 2021-12-28 01:51:02+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-28 01:51:02+00:00, 3900 SE POWELL BLVD," 3900 SE POWELL BLVD, Portland, OR",45.497258,-122.622416,"-122.622416, 45.497258"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 2300 NE 142ND AVE, PORT [Portland Police #PP21000360185] 17:26 #pdx911, 2021-12-28 01:49:02+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-28 01:49:02+00:00, 2300 NE 142ND AVE," 2300 NE 142ND AVE, Portland, OR",45.53970382789508,-122.51595919250022,"-122.51595919250022, 45.53970382789508"
"ACCIDENT - UNKNOWN INJURY at 1100 N HAYDEN MEADOWS DR, PORT [Portland Police #PP21000360099] 16:24 #pdx911, 2021-12-28 01:41:01+00:00",ACCIDENT - UNKNOWN INJURY , 2021-12-28 01:41:01+00:00, 1100 N HAYDEN MEADOWS DR," 1100 N HAYDEN MEADOWS DR, Portland, OR",45.596008999999995,-122.67747968471082,"-122.67747968471082, 45.596008999999995"
"DISTURBANCE - PRIORITY at 300 SW MORRISON ST, PORT [Portland Police #PP21000360171] 17:06 #pdx911, 2021-12-28 01:37:02+00:00",DISTURBANCE - PRIORITY , 2021-12-28 01:37:02+00:00, 300 SW MORRISON ST," 300 SW MORRISON ST, Portland, OR",45.518216,-122.675741,"-122.675741, 45.518216"
"THEFT - COLD at 6600 SE MILWAUKIE AVE, PORT [Portland Police #PP21000360170] 17:09 #pdx911, 2021-12-28 01:31:02+00:00",THEFT - COLD , 2021-12-28 01:31:02+00:00, 6600 SE MILWAUKIE AVE," 6600 SE MILWAUKIE AVE, Portland, OR",45.475034,-122.648769,"-122.648769, 45.475034"
"THREAT - PRIORITY at 600 SE CESAR E CHAVEZ BLVD, PORT [Portland Police #PP21000360162] 16:55 #pdx911, 2021-12-28 01:23:02+00:00",THREAT - PRIORITY , 2021-12-28 01:23:02+00:00, 600 SE CESAR E CHAVEZ BLVD," 600 SE CESAR E CHAVEZ BLVD, Portland, OR",45.51860385,-122.62262440295534,"-122.62262440295534, 45.51860385"
"ACCIDENT - NON INJURY at 3900 NW DEVOTO LN, PORT [Portland Police #PP21000360165] 17:00 #pdx911, 2021-12-28 01:19:01+00:00",ACCIDENT - NON INJURY , 2021-12-28 01:19:01+00:00, 3900 NW DEVOTO LN," 3900 NW DEVOTO LN, Portland, OR",45.549833,-122.774368,"-122.774368, 45.549833"
"UNWANTED PERSON at 9400 NE CASCADES PKWY, PORT [Portland Police #PP21000360115] 16:16 #pdx911, 2021-12-28 01:13:02+00:00",UNWANTED PERSON , 2021-12-28 01:13:02+00:00, 9400 NE CASCADES PKWY," 9400 NE CASCADES PKWY, Portland, OR",45.57564,-122.566425,"-122.566425, 45.57564"
"THEFT - PRIORITY at 6200 NE 19TH AVE, PORT [Portland Police #PP21000360149] 16:48 #pdx911, 2021-12-28 01:13:01+00:00",THEFT - PRIORITY , 2021-12-28 01:13:01+00:00, 6200 NE 19TH AVE," 6200 NE 19TH AVE, Portland, OR",45.567745747474746,-122.64590795959596,"-122.64590795959596, 45.567745747474746"
"UNWANTED PERSON at 5400 SE MCLOUGHLIN BLVD, PORT [Portland Police #PP21000360134] 16:32 #pdx911, 2021-12-28 01:11:01+00:00",UNWANTED PERSON , 2021-12-28 01:11:01+00:00, 5400 SE MCLOUGHLIN BLVD," 5400 SE MCLOUGHLIN BLVD, Portland, OR",45.483084,-122.643162,"-122.643162, 45.483084"
"THEFT - COLD at 8800 N BURRAGE AVE, PORT [Portland Police #PP21000360117] 16:46 #pdx911, 2021-12-28 01:11:01+00:00",THEFT - COLD , 2021-12-28 01:11:01+00:00, 8800 N BURRAGE AVE," 8800 N BURRAGE AVE, Portland, OR",45.58637414765101,-122.69505302684563,"-122.69505302684563, 45.58637414765101"
"SUSPICIOUS - PRIORITY at 6100 NE MULTNOMAH ST, PORT [Portland Police #PP21000360030] 13:58 #pdx911, 2021-12-28 01:09:02+00:00",SUSPICIOUS - PRIORITY , 2021-12-28 01:09:02+00:00, 6100 NE MULTNOMAH ST," 6100 NE MULTNOMAH ST, Portland, OR",45.531544,-122.601035,"-122.601035, 45.531544"
"DISTURBANCE - PRIORITY at 12100 SE MARKET ST, PORT [Portland Police #PP21000360060] 14:50 #pdx911, 2021-12-28 01:09:02+00:00",DISTURBANCE - PRIORITY , 2021-12-28 01:09:02+00:00, 12100 SE MARKET ST," 12100 SE MARKET ST, Portland, OR",45.51145942857143,-122.5389668095238,"-122.5389668095238, 45.51145942857143"
"DISTURBANCE - PRIORITY at 2200 SE 174TH AVE, PORT [Portland Police #PP21000360157] 16:49 #pdx911, 2021-12-28 01:09:02+00:00",DISTURBANCE - PRIORITY , 2021-12-28 01:09:02+00:00, 2200 SE 174TH AVE," 2200 SE 174TH AVE, Portland, OR",45.50648754237288,-122.4845790338983,"-122.4845790338983, 45.50648754237288"
"THEFT - COLD at 13300 SE STARK ST, PORT [Portland Police #PP21000359991] 16:15 #pdx911, 2021-12-28 01:01:02+00:00",THEFT - COLD , 2021-12-28 01:01:02+00:00, 13300 SE STARK ST," 13300 SE STARK ST, Portland, OR",45.51900188654842,-122.52639008720935,"-122.52639008720935, 45.51900188654842"
"ACCIDENT - HIT AND RUN - COLD at 300 SE ANKENY CIR, PORT [Portland Police #PP21000360110] 16:47 #pdx911, 2021-12-28 01:01:02+00:00",ACCIDENT - HIT AND RUN - COLD , 2021-12-28 01:01:02+00:00, 300 SE ANKENY CIR," 300 SE ANKENY CIR, Portland, OR",45.52043923489248,-122.502490613945,"-122.502490613945, 45.52043923489248"
"ACCIDENT - NON INJURY at 14700 SE STARK ST, PORT [Portland Police #PP21000360045] 16:41 #pdx911, 2021-12-28 00:52:02+00:00",ACCIDENT - NON INJURY , 2021-12-28 00:52:02+00:00, 14700 SE STARK ST," 14700 SE STARK ST, Portland, OR",45.51905660606061,-122.51196923232324,"-122.51196923232324, 45.51905660606061"
"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 12300 SE ASH ST, PORT [Portland Police #PP21000360004] 16:45 #pdx911, 2021-12-28 00:51:01+00:00","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE ", 2021-12-28 00:51:01+00:00, 12300 SE ASH ST," 12300 SE ASH ST, Portland, OR",45.52114851151577,-122.53646223976872,"-122.53646223976872, 45.52114851151577"
"TRIMET INCIDENT - COLD at 1100 SW 2ND AVE, PORT [Portland Police #PP21000360094] 16:06 #pdx911, 2021-12-28 00:47:03+00:00",TRIMET INCIDENT - COLD , 2021-12-28 00:47:03+00:00, 1100 SW 2ND AVE," 1100 SW 2ND AVE, Portland, OR",45.515174,-122.675943,"-122.675943, 45.515174"
"UNWANTED PERSON at 6400 NE MARTIN LUTHER KING JR BLVD, PORT [Portland Police #PP21000360084] 16:28 #pdx911, 2021-12-28 00:43:01+00:00",UNWANTED PERSON , 2021-12-28 00:43:01+00:00, 6400 NE MARTIN LUTHER KING JR BLVD," 6400 NE MARTIN LUTHER KING JR BLVD, Portland, OR",45.569084,-122.661268,"-122.661268, 45.569084"
"THREAT - PRIORITY at 2900 SE BELMONT ST, PORT [Portland Police #PP21000360123] 16:27 #pdx911, 2021-12-28 00:39:02+00:00",THREAT - PRIORITY , 2021-12-28 00:39:02+00:00, 2900 SE BELMONT ST," 2900 SE BELMONT ST, Portland, OR",45.5163287,-122.6359503,"-122.6359503, 45.5163287"
"DISTURBANCE - PRIORITY at 2700 SE 25TH AVE, PORT [Portland Police #PP21000360067] 14:59 #pdx911, 2021-12-28 00:37:02+00:00",DISTURBANCE - PRIORITY , 2021-12-28 00:37:02+00:00, 2700 SE 25TH AVE," 2700 SE 25TH AVE, Portland, OR",45.50325,-122.640306,"-122.640306, 45.50325"
"THEFT - COLD at 9000 N HAVEN AVE, PORT [Portland Police #PP21000360126] 16:25 #pdx911, 2021-12-28 00:37:02+00:00",THEFT - COLD , 2021-12-28 00:37:02+00:00, 9000 N HAVEN AVE," 9000 N HAVEN AVE, Portland, OR",45.588091,-122.71826,"-122.71826, 45.588091"
"THEFT - PRIORITY at 1000 SE WOODWARD ST, PORT [Portland Police #PP21000360095] 16:26 #pdx911, 2021-12-28 00:37:01+00:00",THEFT - PRIORITY , 2021-12-28 00:37:01+00:00, 1000 SE WOODWARD ST," 1000 SE WOODWARD ST, Portland, OR",45.502012,-122.655597,"-122.655597, 45.502012"
"DISTURBANCE - PRIORITY at 15500 SE DIVISION ST, PORT [Portland Police #PP21000360118] 15:52 #pdx911, 2021-12-28 00:33:02+00:00",DISTURBANCE - PRIORITY , 2021-12-28 00:33:02+00:00, 15500 SE DIVISION ST," 15500 SE DIVISION ST, Portland, OR",45.50427323232323,-122.5038353030303,"-122.5038353030303, 45.50427323232323"
"THEFT - COLD at 900 SE 72ND AVE, PORT [Portland Police #PP21000360087] 15:21 #pdx911, 2021-12-28 00:23:01+00:00",THEFT - COLD , 2021-12-28 00:23:01+00:00, 900 SE 72ND AVE," 900 SE 72ND AVE, Portland, OR",45.51695011435295,-122.5885436816437,"-122.5885436816437, 45.51695011435295"
"VEHICLE STOLEN - COLD at 12600 NE BEECH ST, PORT [Portland Police #PP21000360035] 15:11 #pdx911, 2021-12-28 00:21:02+00:00",VEHICLE STOLEN - COLD , 2021-12-28 00:21:02+00:00, 12600 NE BEECH ST," 12600 NE BEECH ST, Portland, OR",45.549429,-122.533178,"-122.533178, 45.549429"
"UNWANTED PERSON at 8600 N COLUMBIA BLVD, PORT [Portland Police #PP21000359983] 12:50 #pdx911, 2021-12-28 00:19:02+00:00",UNWANTED PERSON , 2021-12-28 00:19:02+00:00, 8600 N COLUMBIA BLVD," 8600 N COLUMBIA BLVD, Portland, OR",45.603541500000006,-122.74942750000001,"-122.74942750000001, 45.603541500000006"
"UNWANTED PERSON at 6100 SW 30TH AVE, PORT [Portland Police #PP21000360105] 15:59 #pdx911, 2021-12-28 00:17:02+00:00",UNWANTED PERSON , 2021-12-28 00:17:02+00:00, 6100 SW 30TH AVE," 6100 SW 30TH AVE, Portland, OR",45.479531,-122.707609,"-122.707609, 45.479531"
"THREAT - COLD at 1100 SW 2ND AVE, PORT [Portland Police #PP21000360051] 15:17 #pdx911, 2021-12-28 00:11:02+00:00",THREAT - COLD , 2021-12-28 00:11:02+00:00, 1100 SW 2ND AVE," 1100 SW 2ND AVE, Portland, OR",45.515174,-122.675943,"-122.675943, 45.515174"
"UNWANTED PERSON at 1100 NE GRAND AVE, PORT [Portland Police #PP21000360106] 15:35 #pdx911, 2021-12-28 00:07:01+00:00",UNWANTED PERSON , 2021-12-28 00:07:01+00:00, 1100 NE GRAND AVE," 1100 NE GRAND AVE, Portland, OR",45.531118500000005,-122.66076125000001,"-122.66076125000001, 45.531118500000005"
